question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
191,"Hydraulic systems should always be kept:","Open to atmosphere","Clean to avoid contamination","Hot during maintenance","Filled with air","B","Cleanliness is critical for hydraulic reliability."
192,"The major cause of hydraulic failures is:","Low pressure","Oil contamination","High reservoir capacity","Large pipe diameter","B","Contamination causes most hydraulic system problems."
193,"Flange joints and pipe clamps should be regularly:","Painted","Tightened","Removed","Lubricated with grease only","B","Proper tightening minimizes vibration and leakage."
194,"Hydraulic hoses should preferably be replaced:","Only after bursting","Condition-based or time-based","Every day","Never","B","Scheduled replacement improves safety and reliability."
195,"Ports of spare hydraulic components should remain:","Open","Capped until installation","Filled with water","Connected together","B","Capping prevents contamination."
196,"Teflon tape should generally be avoided in:","Water pipes","Precision hydraulic systems","Reservoir covers","Steel tanks","B","Loose Teflon particles may contaminate precision systems."
197,"Cooling water entering hydraulic oil should be:","Encouraged","Prevented","Ignored","Allowed during winter","B","Water contamination damages hydraulic systems."
198,"Pressure gauges installed in hydraulic systems should always be:","Decorative","In working condition","Removed during operation","Disconnected","B","Pressure gauges are essential for monitoring system health."
199,"Minimum oil level in the reservoir should always be:","Ignored","Maintained","Reduced","Changed daily","B","Adequate oil level prevents aeration and pump damage."
200,"Before starting a hydraulic pump after repair or new installation, it is essential to:","Close the suction valve","Fill the pump with oil and open the suction valve","Remove the pressure gauge","Disconnect the accumulator","B","Priming the pump and opening the suction valve prevent severe pump damage."
